id,path,source_folder,text_len_chars,text_len_tokens,npy_path,embedding_dim,embedding_dtype
651e49aac10cdef4499a9581_20220203.json,/content/drive/MyDrive/TL_서울_기타/651e49aac10cdef4499a9581_20220203.json,TL_서울_기타,513,128,/content/output/smalldata/TL_서울_기타/651e49aac10cdef4499a9581_20220203.npy,768,float32
651e49aac10cdef4499a9616_20220203.json,/content/drive/MyDrive/TL_서울_기타/651e49aac10cdef4499a9616_20220203.json,TL_서울_기타,191,77,/content/output/smalldata/TL_서울_기타/651e49aac10cdef4499a9616_20220203.npy,768,float32
651e49aac10cdef4499a989e_20220203.json,/content/drive/MyDrive/TL_서울_기타/651e49aac10cdef4499a989e_20220203.json,TL_서울_기타,314,122,/content/output/smalldata/TL_서울_기타/651e49aac10cdef4499a989e_20220203.npy,768,float32
651e49c0c74dffea21f0f4ae_20220204.json,/content/drive/MyDrive/TL_서울_기타/651e49c0c74dffea21f0f4ae_20220204.json,TL_서울_기타,648,128,/content/output/smalldata/TL_서울_기타/651e49c0c74dffea21f0f4ae_20220204.npy,768,float32
651e49c0c74dffea21f0f4b5_20220204.json,/content/drive/MyDrive/TL_서울_기타/651e49c0c74dffea21f0f4b5_20220204.json,TL_서울_기타,669,128,/content/output/smalldata/TL_서울_기타/651e49c0c74dffea21f0f4b5_20220204.npy,768,float32
651e49c0c74dffea21f0f74e_20220204.json,/content/drive/MyDrive/TL_서울_기타/651e49c0c74dffea21f0f74e_20220204.json,TL_서울_기타,151,58,/content/output/smalldata/TL_서울_기타/651e49c0c74dffea21f0f74e_20220204.npy,768,float32
651e49c0c74dffea21f0f780_20220204.json,/content/drive/MyDrive/TL_서울_기타/651e49c0c74dffea21f0f780_20220204.json,TL_서울_기타,568,128,/content/output/smalldata/TL_서울_기타/651e49c0c74dffea21f0f780_20220204.npy,768,float32
651e49c0c74dffea21f0f7c0_20220204.json,/content/drive/MyDrive/TL_서울_기타/651e49c0c74dffea21f0f7c0_20220204.json,TL_서울_기타,271,105,/content/output/smalldata/TL_서울_기타/651e49c0c74dffea21f0f7c0_20220204.npy,768,float32
651e49d83f1c5e4f25eeca68_20220205.json,/content/drive/MyDrive/TL_서울_기타/651e49d83f1c5e4f25eeca68_20220205.json,TL_서울_기타,256,107,/content/output/smalldata/TL_서울_기타/651e49d83f1c5e4f25eeca68_20220205.npy,768,float32
651e49d83f1c5e4f25eecb61_20220205.json,/content/drive/MyDrive/TL_서울_기타/651e49d83f1c5e4f25eecb61_20220205.json,TL_서울_기타,654,128,/content/output/smalldata/TL_서울_기타/651e49d83f1c5e4f25eecb61_20220205.npy,768,float32
651e49ec1d10874a0f4ecbd0_20220206.json,/content/drive/MyDrive/TL_서울_기타/651e49ec1d10874a0f4ecbd0_20220206.json,TL_서울_기타,255,95,/content/output/smalldata/TL_서울_기타/651e49ec1d10874a0f4ecbd0_20220206.npy,768,float32
651e49ec1d10874a0f4ecd6a_20220206.json,/content/drive/MyDrive/TL_서울_기타/651e49ec1d10874a0f4ecd6a_20220206.json,TL_서울_기타,270,99,/content/output/smalldata/TL_서울_기타/651e49ec1d10874a0f4ecd6a_20220206.npy,768,float32
651e49ec1d10874a0f4ecebf_20220206.json,/content/drive/MyDrive/TL_서울_기타/651e49ec1d10874a0f4ecebf_20220206.json,TL_서울_기타,183,68,/content/output/smalldata/TL_서울_기타/651e49ec1d10874a0f4ecebf_20220206.npy,768,float32
651e5013d7e77fe70c0afe45_20221002.json,/content/drive/MyDrive/TL_서울_기타/651e5013d7e77fe70c0afe45_20221002.json,TL_서울_기타,340,128,/content/output/smalldata/TL_서울_기타/651e5013d7e77fe70c0afe45_20221002.npy,768,float32
651e5013d7e77fe70c0afe48_20221002.json,/content/drive/MyDrive/TL_서울_기타/651e5013d7e77fe70c0afe48_20221002.json,TL_서울_기타,446,128,/content/output/smalldata/TL_서울_기타/651e5013d7e77fe70c0afe48_20221002.npy,768,float32
651e5013d7e77fe70c0b0264_20221002.json,/content/drive/MyDrive/TL_서울_기타/651e5013d7e77fe70c0b0264_20221002.json,TL_서울_기타,328,127,/content/output/smalldata/TL_서울_기타/651e5013d7e77fe70c0b0264_20221002.npy,768,float32
651e5029d029fc04ba3a71a0_20221003.json,/content/drive/MyDrive/TL_서울_기타/651e5029d029fc04ba3a71a0_20221003.json,TL_서울_기타,473,128,/content/output/smalldata/TL_서울_기타/651e5029d029fc04ba3a71a0_20221003.npy,768,float32
651e508f2acb389901367aea_20221005.json,/content/drive/MyDrive/TL_서울_기타/651e508f2acb389901367aea_20221005.json,TL_서울_기타,576,128,/content/output/smalldata/TL_서울_기타/651e508f2acb389901367aea_20221005.npy,768,float32
651e50c72f06ed4a6e31e213_20221006.json,/content/drive/MyDrive/TL_서울_기타/651e50c72f06ed4a6e31e213_20221006.json,TL_서울_기타,1347,128,/content/output/smalldata/TL_서울_기타/651e50c72f06ed4a6e31e213_20221006.npy,768,float32
651e50c72f06ed4a6e31e299_20221006.json,/content/drive/MyDrive/TL_서울_기타/651e50c72f06ed4a6e31e299_20221006.json,TL_서울_기타,429,128,/content/output/smalldata/TL_서울_기타/651e50c72f06ed4a6e31e299_20221006.npy,768,float32
651e50ebf615d4163143bd76_20221101.json,/content/drive/MyDrive/TL_서울_기타/651e50ebf615d4163143bd76_20221101.json,TL_서울_기타,288,117,/content/output/smalldata/TL_서울_기타/651e50ebf615d4163143bd76_20221101.npy,768,float32
651e51057f04b45fc969e83f_20221102.json,/content/drive/MyDrive/TL_서울_기타/651e51057f04b45fc969e83f_20221102.json,TL_서울_기타,324,110,/content/output/smalldata/TL_서울_기타/651e51057f04b45fc969e83f_20221102.npy,768,float32
651e51057f04b45fc969e8dd_20221102.json,/content/drive/MyDrive/TL_서울_기타/651e51057f04b45fc969e8dd_20221102.json,TL_서울_기타,541,128,/content/output/smalldata/TL_서울_기타/651e51057f04b45fc969e8dd_20221102.npy,768,float32
651e51a03d1ebd880beea04c_20221104.json,/content/drive/MyDrive/TL_서울_기타/651e51a03d1ebd880beea04c_20221104.json,TL_서울_기타,502,128,/content/output/smalldata/TL_서울_기타/651e51a03d1ebd880beea04c_20221104.npy,768,float32
651e51a03d1ebd880beea05f_20221104.json,/content/drive/MyDrive/TL_서울_기타/651e51a03d1ebd880beea05f_20221104.json,TL_서울_기타,445,128,/content/output/smalldata/TL_서울_기타/651e51a03d1ebd880beea05f_20221104.npy,768,float32
651e51a03d1ebd880beea2f9_20221104.json,/content/drive/MyDrive/TL_서울_기타/651e51a03d1ebd880beea2f9_20221104.json,TL_서울_기타,242,101,/content/output/smalldata/TL_서울_기타/651e51a03d1ebd880beea2f9_20221104.npy,768,float32
651e51b884f721c55a6dc375_20221106.json,/content/drive/MyDrive/TL_서울_기타/651e51b884f721c55a6dc375_20221106.json,TL_서울_기타,369,128,/content/output/smalldata/TL_서울_기타/651e51b884f721c55a6dc375_20221106.npy,768,float32
651e51b884f721c55a6dc7b6_20221106.json,/content/drive/MyDrive/TL_서울_기타/651e51b884f721c55a6dc7b6_20221106.json,TL_서울_기타,574,128,/content/output/smalldata/TL_서울_기타/651e51b884f721c55a6dc7b6_20221106.npy,768,float32
651e51d797589376a420af76_20221201.json,/content/drive/MyDrive/TL_서울_기타/651e51d797589376a420af76_20221201.json,TL_서울_기타,298,117,/content/output/smalldata/TL_서울_기타/651e51d797589376a420af76_20221201.npy,768,float32
651e51d797589376a420b03a_20221201.json,/content/drive/MyDrive/TL_서울_기타/651e51d797589376a420b03a_20221201.json,TL_서울_기타,372,128,/content/output/smalldata/TL_서울_기타/651e51d797589376a420b03a_20221201.npy,768,float32
651e51d797589376a420b186_20221201.json,/content/drive/MyDrive/TL_서울_기타/651e51d797589376a420b186_20221201.json,TL_서울_기타,649,128,/content/output/smalldata/TL_서울_기타/651e51d797589376a420b186_20221201.npy,768,float32
651e51d797589376a420b23f_20221201.json,/content/drive/MyDrive/TL_서울_기타/651e51d797589376a420b23f_20221201.json,TL_서울_기타,325,128,/content/output/smalldata/TL_서울_기타/651e51d797589376a420b23f_20221201.npy,768,float32
651e51d797589376a420b321_20221201.json,/content/drive/MyDrive/TL_서울_기타/651e51d797589376a420b321_20221201.json,TL_서울_기타,301,117,/content/output/smalldata/TL_서울_기타/651e51d797589376a420b321_20221201.npy,768,float32
651e51d797589376a420b32a_20221201.json,/content/drive/MyDrive/TL_서울_기타/651e51d797589376a420b32a_20221201.json,TL_서울_기타,112,47,/content/output/smalldata/TL_서울_기타/651e51d797589376a420b32a_20221201.npy,768,float32
651e51ef7838b79d6d2ae6a6_20221203.json,/content/drive/MyDrive/TL_서울_기타/651e51ef7838b79d6d2ae6a6_20221203.json,TL_서울_기타,340,126,/content/output/smalldata/TL_서울_기타/651e51ef7838b79d6d2ae6a6_20221203.npy,768,float32
651e51ef7838b79d6d2aea08_20221203.json,/content/drive/MyDrive/TL_서울_기타/651e51ef7838b79d6d2aea08_20221203.json,TL_서울_기타,153,64,/content/output/smalldata/TL_서울_기타/651e51ef7838b79d6d2aea08_20221203.npy,768,float32
651e5258be98814e96ca2c61_20221205.json,/content/drive/MyDrive/TL_서울_기타/651e5258be98814e96ca2c61_20221205.json,TL_서울_기타,704,128,/content/output/smalldata/TL_서울_기타/651e5258be98814e96ca2c61_20221205.npy,768,float32
651e5272f98a6671a3fee5a4_20221207.json,/content/drive/MyDrive/TL_서울_기타/651e5272f98a6671a3fee5a4_20221207.json,TL_서울_기타,845,128,/content/output/smalldata/TL_서울_기타/651e5272f98a6671a3fee5a4_20221207.npy,768,float32
651e53da81ad054c4795999e_20220202.json,/content/drive/MyDrive/TL_서울_기타/651e53da81ad054c4795999e_20220202.json,TL_서울_기타,376,128,/content/output/smalldata/TL_서울_기타/651e53da81ad054c4795999e_20220202.npy,768,float32
651e545d85c12f9c1b91f58b_20220303.json,/content/drive/MyDrive/TL_서울_기타/651e545d85c12f9c1b91f58b_20220303.json,TL_서울_기타,264,98,/content/output/smalldata/TL_서울_기타/651e545d85c12f9c1b91f58b_20220303.npy,768,float32
651e5500835c8a556d7e29d2_20220404.json,/content/drive/MyDrive/TL_서울_기타/651e5500835c8a556d7e29d2_20220404.json,TL_서울_기타,343,128,/content/output/smalldata/TL_서울_기타/651e5500835c8a556d7e29d2_20220404.npy,768,float32
651e5500835c8a556d7e2dd6_20220404.json,/content/drive/MyDrive/TL_서울_기타/651e5500835c8a556d7e2dd6_20220404.json,TL_서울_기타,306,122,/content/output/smalldata/TL_서울_기타/651e5500835c8a556d7e2dd6_20220404.npy,768,float32
651e551aaa666596ee75fc6b_20220405.json,/content/drive/MyDrive/TL_서울_기타/651e551aaa666596ee75fc6b_20220405.json,TL_서울_기타,834,128,/content/output/smalldata/TL_서울_기타/651e551aaa666596ee75fc6b_20220405.npy,768,float32
651e553ba8f14bddba4c14bf_20220603.json,/content/drive/MyDrive/TL_서울_기타/651e553ba8f14bddba4c14bf_20220603.json,TL_서울_기타,403,128,/content/output/smalldata/TL_서울_기타/651e553ba8f14bddba4c14bf_20220603.npy,768,float32
651e5550bfd63782eb3864a0_20220604.json,/content/drive/MyDrive/TL_서울_기타/651e5550bfd63782eb3864a0_20220604.json,TL_서울_기타,382,128,/content/output/smalldata/TL_서울_기타/651e5550bfd63782eb3864a0_20220604.npy,768,float32
651e5564a4f19e4ec6ca020e_20220605.json,/content/drive/MyDrive/TL_서울_기타/651e5564a4f19e4ec6ca020e_20220605.json,TL_서울_기타,347,128,/content/output/smalldata/TL_서울_기타/651e5564a4f19e4ec6ca020e_20220605.npy,768,float32
651e55898b0aeb067fcdbdb3_20220701.json,/content/drive/MyDrive/TL_서울_기타/651e55898b0aeb067fcdbdb3_20220701.json,TL_서울_기타,236,93,/content/output/smalldata/TL_서울_기타/651e55898b0aeb067fcdbdb3_20220701.npy,768,float32
651e55a0a708c989037f1d3a_20220705.json,/content/drive/MyDrive/TL_서울_기타/651e55a0a708c989037f1d3a_20220705.json,TL_서울_기타,270,110,/content/output/smalldata/TL_서울_기타/651e55a0a708c989037f1d3a_20220705.npy,768,float32
651e55a0a708c989037f20c7_20220705.json,/content/drive/MyDrive/TL_서울_기타/651e55a0a708c989037f20c7_20220705.json,TL_서울_기타,556,128,/content/output/smalldata/TL_서울_기타/651e55a0a708c989037f20c7_20220705.npy,768,float32
651e55a0a708c989037f2192_20220705.json,/content/drive/MyDrive/TL_서울_기타/651e55a0a708c989037f2192_20220705.json,TL_서울_기타,344,128,/content/output/smalldata/TL_서울_기타/651e55a0a708c989037f2192_20220705.npy,768,float32
651e55dae3a99c91c2fc9f9e_20220801.json,/content/drive/MyDrive/TL_서울_기타/651e55dae3a99c91c2fc9f9e_20220801.json,TL_서울_기타,802,128,/content/output/smalldata/TL_서울_기타/651e55dae3a99c91c2fc9f9e_20220801.npy,768,float32
651e560cb6b640f2db5cd6e2_20220804.json,/content/drive/MyDrive/TL_서울_기타/651e560cb6b640f2db5cd6e2_20220804.json,TL_서울_기타,713,128,/content/output/smalldata/TL_서울_기타/651e560cb6b640f2db5cd6e2_20220804.npy,768,float32
651e560cb6b640f2db5cd7d4_20220804.json,/content/drive/MyDrive/TL_서울_기타/651e560cb6b640f2db5cd7d4_20220804.json,TL_서울_기타,1165,128,/content/output/smalldata/TL_서울_기타/651e560cb6b640f2db5cd7d4_20220804.npy,768,float32
651e56a47d020accb742d0c7_20220905.json,/content/drive/MyDrive/TL_서울_기타/651e56a47d020accb742d0c7_20220905.json,TL_서울_기타,535,128,/content/output/smalldata/TL_서울_기타/651e56a47d020accb742d0c7_20220905.npy,768,float32
651e56a47d020accb742d0f8_20220905.json,/content/drive/MyDrive/TL_서울_기타/651e56a47d020accb742d0f8_20220905.json,TL_서울_기타,645,128,/content/output/smalldata/TL_서울_기타/651e56a47d020accb742d0f8_20220905.npy,768,float32
651e5dc0fa5cd7fb7edab246_20221103.json,/content/drive/MyDrive/TL_서울_기타/651e5dc0fa5cd7fb7edab246_20221103.json,TL_서울_기타,325,128,/content/output/smalldata/TL_서울_기타/651e5dc0fa5cd7fb7edab246_20221103.npy,768,float32
651e5dc0fa5cd7fb7edab24a_20221103.json,/content/drive/MyDrive/TL_서울_기타/651e5dc0fa5cd7fb7edab24a_20221103.json,TL_서울_기타,460,128,/content/output/smalldata/TL_서울_기타/651e5dc0fa5cd7fb7edab24a_20221103.npy,768,float32
651e5dd6049c168a19187a39_20221105.json,/content/drive/MyDrive/TL_서울_기타/651e5dd6049c168a19187a39_20221105.json,TL_서울_기타,585,128,/content/output/smalldata/TL_서울_기타/651e5dd6049c168a19187a39_20221105.npy,768,float32
651e5df385e60418b34e0396_20221107.json,/content/drive/MyDrive/TL_서울_기타/651e5df385e60418b34e0396_20221107.json,TL_서울_기타,309,111,/content/output/smalldata/TL_서울_기타/651e5df385e60418b34e0396_20221107.npy,768,float32
651e5e108c26bc32f74ed88b_20221202.json,/content/drive/MyDrive/TL_서울_기타/651e5e108c26bc32f74ed88b_20221202.json,TL_서울_기타,238,91,/content/output/smalldata/TL_서울_기타/651e5e108c26bc32f74ed88b_20221202.npy,768,float32
651e5e261da44bb23c5a3f76_20221204.json,/content/drive/MyDrive/TL_서울_기타/651e5e261da44bb23c5a3f76_20221204.json,TL_서울_기타,335,121,/content/output/smalldata/TL_서울_기타/651e5e261da44bb23c5a3f76_20221204.npy,768,float32
6551f3d0b0d89103ccd6daa5_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6daa5_20220109.json,TL_서울_기타,588,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6daa5_20220109.npy,768,float32
6551f3d0b0d89103ccd6daaa_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6daaa_20220109.json,TL_서울_기타,514,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6daaa_20220109.npy,768,float32
6551f3d0b0d89103ccd6dac2_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6dac2_20220109.json,TL_서울_기타,236,87,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6dac2_20220109.npy,768,float32
6551f3d0b0d89103ccd6dac9_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6dac9_20220109.json,TL_서울_기타,192,80,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6dac9_20220109.npy,768,float32
6551f3d0b0d89103ccd6dae0_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6dae0_20220109.json,TL_서울_기타,784,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6dae0_20220109.npy,768,float32
6551f3d0b0d89103ccd6dae8_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6dae8_20220109.json,TL_서울_기타,382,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6dae8_20220109.npy,768,float32
6551f3d0b0d89103ccd6daea_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6daea_20220109.json,TL_서울_기타,537,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6daea_20220109.npy,768,float32
6551f3d0b0d89103ccd6daf2_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6daf2_20220109.json,TL_서울_기타,273,110,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6daf2_20220109.npy,768,float32
6551f3d0b0d89103ccd6db00_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db00_20220109.json,TL_서울_기타,1005,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db00_20220109.npy,768,float32
6551f3d0b0d89103ccd6db25_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db25_20220109.json,TL_서울_기타,415,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db25_20220109.npy,768,float32
6551f3d0b0d89103ccd6db29_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db29_20220109.json,TL_서울_기타,291,107,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db29_20220109.npy,768,float32
6551f3d0b0d89103ccd6db3a_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db3a_20220109.json,TL_서울_기타,417,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db3a_20220109.npy,768,float32
6551f3d0b0d89103ccd6db3e_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db3e_20220109.json,TL_서울_기타,468,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db3e_20220109.npy,768,float32
6551f3d0b0d89103ccd6db40_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db40_20220109.json,TL_서울_기타,611,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db40_20220109.npy,768,float32
6551f3d0b0d89103ccd6db41_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db41_20220109.json,TL_서울_기타,534,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db41_20220109.npy,768,float32
6551f3d0b0d89103ccd6db45_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db45_20220109.json,TL_서울_기타,446,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db45_20220109.npy,768,float32
6551f3d0b0d89103ccd6db50_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db50_20220109.json,TL_서울_기타,734,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db50_20220109.npy,768,float32
6551f3d0b0d89103ccd6db52_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db52_20220109.json,TL_서울_기타,782,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db52_20220109.npy,768,float32
6551f3d0b0d89103ccd6db53_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db53_20220109.json,TL_서울_기타,638,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db53_20220109.npy,768,float32
6551f3d0b0d89103ccd6db5c_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db5c_20220109.json,TL_서울_기타,578,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db5c_20220109.npy,768,float32
6551f3d0b0d89103ccd6db6c_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db6c_20220109.json,TL_서울_기타,507,128,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db6c_20220109.npy,768,float32
6551f3d0b0d89103ccd6db72_20220109.json,/content/drive/MyDrive/TL_서울_기타/6551f3d0b0d89103ccd6db72_20220109.json,TL_서울_기타,223,102,/content/output/smalldata/TL_서울_기타/6551f3d0b0d89103ccd6db72_20220109.npy,768,float32
6551f3f9e27126f128036cd7_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036cd7_20220110.json,TL_서울_기타,250,97,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036cd7_20220110.npy,768,float32
6551f3f9e27126f128036cde_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036cde_20220110.json,TL_서울_기타,266,108,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036cde_20220110.npy,768,float32
6551f3f9e27126f128036d19_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d19_20220110.json,TL_서울_기타,783,128,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d19_20220110.npy,768,float32
6551f3f9e27126f128036d23_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d23_20220110.json,TL_서울_기타,307,117,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d23_20220110.npy,768,float32
6551f3f9e27126f128036d27_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d27_20220110.json,TL_서울_기타,920,128,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d27_20220110.npy,768,float32
6551f3f9e27126f128036d61_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d61_20220110.json,TL_서울_기타,532,128,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d61_20220110.npy,768,float32
6551f3f9e27126f128036d64_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d64_20220110.json,TL_서울_기타,536,128,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d64_20220110.npy,768,float32
6551f3f9e27126f128036d6b_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d6b_20220110.json,TL_서울_기타,288,108,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d6b_20220110.npy,768,float32
6551f3f9e27126f128036d70_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d70_20220110.json,TL_서울_기타,233,94,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d70_20220110.npy,768,float32
6551f3f9e27126f128036d72_20220110.json,/content/drive/MyDrive/TL_서울_기타/6551f3f9e27126f128036d72_20220110.json,TL_서울_기타,509,128,/content/output/smalldata/TL_서울_기타/6551f3f9e27126f128036d72_20220110.npy,768,float32
6551f4052fc47e3d8384ef8f_20220118.json,/content/drive/MyDrive/TL_서울_기타/6551f4052fc47e3d8384ef8f_20220118.json,TL_서울_기타,470,128,/content/output/smalldata/TL_서울_기타/6551f4052fc47e3d8384ef8f_20220118.npy,768,float32
6551f4052fc47e3d8384ef9b_20220118.json,/content/drive/MyDrive/TL_서울_기타/6551f4052fc47e3d8384ef9b_20220118.json,TL_서울_기타,304,123,/content/output/smalldata/TL_서울_기타/6551f4052fc47e3d8384ef9b_20220118.npy,768,float32
6551f4052fc47e3d8384efa9_20220118.json,/content/drive/MyDrive/TL_서울_기타/6551f4052fc47e3d8384efa9_20220118.json,TL_서울_기타,853,128,/content/output/smalldata/TL_서울_기타/6551f4052fc47e3d8384efa9_20220118.npy,768,float32
